ManualSearchID,ManualSearchUnitID,SourceOrdinal,InventorySourceID,MetadataSourceID,TitleRaw,TitleNormalized,AuthorsRaw,AuthorsNormalized,DOIRaw,DOINormalized,VenueRaw,VenueNormalized,YearRaw,YearNormalized,VolumeTrackIssue,PublisherRecordURL,MetadataSourceURL,Publisher,PublisherAddress,ISBN,Pages,NumPages,PublicationLocation,Series,AbstractRaw,AbstractAvailability,AbstractSourceURL,AuthorKeywordsRaw,AuthorKeywordsAvailability,FullTextURL,RetrievedAt,NormalizedAt,InventoryConflict,CrossrefSnapshotPath,PDFStatus,PDFSHA256,Notes
MS-RE-2023-MAIN-0011,MSU-RE-2023-MAIN,11,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,SRC-RE-2023-MAIN-IEEE-BIBTEX-HUMAN-20260814,User Driven Functionality Deletion for Mobile Apps,User Driven Functionality Deletion for Mobile Apps,Maleknaz Nayebi; Konstantin Kuznetsov; Andreas Zeller; Guenther Ruhe,Maleknaz Nayebi; Konstantin Kuznetsov; Andreas Zeller; Guenther Ruhe,,10.1109/re57278.2023.00011,2023 IEEE 31st International Requirements Engineering Conference (RE),2023 IEEE 31st International Requirements Engineering Conference (RE),2023,2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260783/,,,,,6-16,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,2026-08-14T13:10:09.656675Z,2026-08-14T22:08:18Z,false,,,,Matched to publisher BibTeX by IEEE record locator equals publisher BibTeX key. Discovery was not executed.
MS-RE-2023-MAIN-0012,MSU-RE-2023-MAIN,12,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,SRC-RE-2023-MAIN-IEEE-BIBTEX-HUMAN-20260814,Mobile Application Privacy Risk Assessments from User-authored Scenarios,Mobile Application Privacy Risk Assessments from User-authored Scenarios,Tianjian Huang; Vaishnavi Kaulagi; Mitra Bokaei Hosseini; Travis Breaux,Tianjian Huang; Vaishnavi Kaulagi; Mitra Bokaei Hosseini; Travis Breaux,,10.1109/re57278.2023.00012,2023 IEEE 31st International Requirements Engineering Conference (RE),2023 IEEE 31st International Requirements Engineering Conference (RE),2023,2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260916/,,,,,17-28,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,2026-08-14T13:10:09.656675Z,2026-08-14T22:08:18Z,false,,,,Matched to publisher BibTeX by IEEE record locator equals publisher BibTeX key. Discovery was not executed.
MS-RE-2023-MAIN-0013,MSU-RE-2023-MAIN,13,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,SRC-RE-2023-MAIN-IEEE-BIBTEX-HUMAN-20260814,A Requirements-Driven Platform for Validating Field Operations of Small Uncrewed Aerial Vehicles,A Requirements-Driven Platform for Validating Field Operations of Small Uncrewed Aerial Vehicles,Ankit Agrawal; Bohan Zhang; Yashaswini Shivalingaiah; Michael Vierhauser; Jane Cleland-Huang,Ankit Agrawal; Bohan Zhang; Yashaswini Shivalingaiah; Michael Vierhauser; Jane Cleland-Huang,,10.1109/re57278.2023.00013,2023 IEEE 31st International Requirements Engineering Conference (RE),2023 IEEE 31st International Requirements Engineering Conference (RE),2023,2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260819/,,,,,29-40,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,2026-08-14T13:10:09.656675Z,2026-08-14T22:08:18Z,false,,,,Matched to publisher BibTeX by IEEE record locator equals publisher BibTeX key. Discovery was not executed.
MS-RE-2023-MAIN-0014,MSU-RE-2023-MAIN,14,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,SRC-RE-2023-MAIN-IEEE-BIBTEX-HUMAN-20260814,A Comparative Evaluation of Requirement Template Systems,A Comparative Evaluation of Requirement Template Systems,Katharina Großer; Marina Rukavitsyna; Jan Jürjens,Katharina Großer; Marina Rukavitsyna; Jan Jürjens,,10.1109/re57278.2023.00014,2023 IEEE 31st International Requirements Engineering Conference (RE),2023 IEEE 31st International Requirements Engineering Conference (RE),2023,2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260862/,,,,,41-52,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,2026-08-14T13:10:09.656675Z,2026-08-14T22:08:18Z,false,,,,Matched to publisher BibTeX by IEEE record locator equals publisher BibTeX key. Discovery was not executed.
MS-RE-2023-MAIN-0015,MSU-RE-2023-MAIN,15,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,SRC-RE-2023-MAIN-IEEE-BIBTEX-HUMAN-20260814,ML-Based Compliance Verification of Data Processing Agreements against GDPR,ML-Based Compliance Verification of Data Processing Agreements against GDPR,Orlando Amaral; Sallam Abualhaija; Lionel Briand,Orlando Amaral; Sallam Abualhaija; Lionel Briand,,10.1109/re57278.2023.00015,2023 IEEE 31st International Requirements Engineering Conference (RE),2023 IEEE 31st International Requirements Engineering Conference (RE),2023,2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260912/,,,,,53-64,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,2026-08-14T13:10:09.656675Z,2026-08-14T22:08:18Z,false,,,,Matched to publisher BibTeX by IEEE record locator equals publisher BibTeX key. Discovery was not executed.
MS-RE-2023-MAIN-0016,MSU-RE-2023-MAIN,16,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,SRC-RE-2023-MAIN-IEEE-BIBTEX-HUMAN-20260814,Synthesized Data Quality Requirements and Roadmap for Improving Reusability of In-Situ Marine Data,Synthesized Data Quality Requirements and Roadmap for Improving Reusability of In-Situ Marine Data,Ngoc-Thanh Nguyen; Keila Lima; Astrid Marie Skålvik; Rogardt Heldal; Eric Knauss; Tosin Daniel Oyetoyan; Patrizio Pelliccione; Camilla Sætre,Ngoc-Thanh Nguyen; Keila Lima; Astrid Marie Skålvik; Rogardt Heldal; Eric Knauss; Tosin Daniel Oyetoyan; Patrizio Pelliccione; Camilla Sætre,,10.1109/re57278.2023.00016,2023 IEEE 31st International Requirements Engineering Conference (RE),2023 IEEE 31st International Requirements Engineering Conference (RE),2023,2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260772/,,,,,65-76,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,2026-08-14T13:10:09.656675Z,2026-08-14T22:08:18Z,false,,,,Matched to publisher BibTeX by IEEE record locator equals publisher BibTeX key. Discovery was not executed.
MS-RE-2023-MAIN-0017,MSU-RE-2023-MAIN,17,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,SRC-RE-2023-MAIN-IEEE-BIBTEX-HUMAN-20260814,All Eyes on Traceability: An Interview Study on Industry Practices and Eye Tracking Potential,All Eyes on Traceability: An Interview Study on Industry Practices and Eye Tracking Potential,Maike Ahrens; Lukas Nagel,Maike Ahrens; Lukas Nagel,,10.1109/re57278.2023.00017,2023 IEEE 31st International Requirements Engineering Conference (RE),2023 IEEE 31st International Requirements Engineering Conference (RE),2023,2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260980/,,,,,77-88,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,2026-08-14T13:10:09.656675Z,2026-08-14T22:08:18Z,false,,,,Matched to publisher BibTeX by IEEE record locator equals publisher BibTeX key. Discovery was not executed.
MS-RE-2023-MAIN-0018,MSU-RE-2023-MAIN,18,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,SRC-RE-2023-MAIN-IEEE-BIBTEX-HUMAN-20260814,Analysis and optimisation of SPL products using goal models,Analysis and optimisation of SPL products using goal models,Inmaculada Ayala; Mercedes Amor; Lidia Fuentes,Inmaculada Ayala; Mercedes Amor; Lidia Fuentes,,10.1109/re57278.2023.00018,2023 IEEE 31st International Requirements Engineering Conference (RE),2023 IEEE 31st International Requirements Engineering Conference (RE),2023,2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260981/,,,,,89-99,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,2026-08-14T13:10:09.656675Z,2026-08-14T22:08:18Z,false,,,,Matched to publisher BibTeX by IEEE record locator equals publisher BibTeX key. Discovery was not executed.
MS-RE-2023-MAIN-0019,MSU-RE-2023-MAIN,19,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,SRC-RE-2023-MAIN-IEEE-BIBTEX-HUMAN-20260814,Zero-shot Learning for Named Entity Recognition in Software Specification Documents,Zero-shot Learning for Named Entity Recognition in Software Specification Documents,Souvick Das; Novarun Deb; Agostino Cortesi; Nabendu Chaki,Souvick Das; Novarun Deb; Agostino Cortesi; Nabendu Chaki,,10.1109/re57278.2023.00019,2023 IEEE 31st International Requirements Engineering Conference (RE),2023 IEEE 31st International Requirements Engineering Conference (RE),2023,2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260860/,,,,,100-110,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,2026-08-14T13:10:09.656675Z,2026-08-14T22:08:18Z,false,,,,Matched to publisher BibTeX by IEEE record locator equals publisher BibTeX key. Discovery was not executed.
MS-RE-2023-MAIN-0020,MSU-RE-2023-MAIN,20,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,SRC-RE-2023-MAIN-IEEE-BIBTEX-HUMAN-20260814,A Data-Driven Approach for Finding Requirements Relevant Feedback from TikTok and YouTube,A Data-Driven Approach for Finding Requirements Relevant Feedback from TikTok and YouTube,Manish Sihag; Ze Shi Li; Amanda Dash; Nowshin Nawar Arony; Kezia Devathasan; Neil Ernst; Alexandra Branzan Albu; Daniela Damian,Manish Sihag; Ze Shi Li; Amanda Dash; Nowshin Nawar Arony; Kezia Devathasan; Neil Ernst; Alexandra Branzan Albu; Daniela Damian,,10.1109/re57278.2023.00020,2023 IEEE 31st International Requirements Engineering Conference (RE),2023 IEEE 31st International Requirements Engineering Conference (RE),2023,2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260934/,,,,,111-122,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,2026-08-14T13:10:09.656675Z,2026-08-14T22:08:18Z,false,,,,Matched to publisher BibTeX by IEEE record locator equals publisher BibTeX key. Discovery was not executed.
MS-RE-2023-MAIN-0021,MSU-RE-2023-MAIN,21,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,SRC-RE-2023-MAIN-IEEE-BIBTEX-HUMAN-20260814,Quantifying Requirements Technical Debt: A Systematic Mapping Study and a Conceptual Model,Quantifying Requirements Technical Debt: A Systematic Mapping Study and a Conceptual Model,Judith Perera; Ewan Tempero; Yu-Cheng Tu; Kelly Blincoe,Judith Perera; Ewan Tempero; Yu-Cheng Tu; Kelly Blincoe,,10.1109/re57278.2023.00021,2023 IEEE 31st International Requirements Engineering Conference (RE),2023 IEEE 31st International Requirements Engineering Conference (RE),2023,2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260751/,,,,,123-133,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,2026-08-14T13:10:09.656675Z,2026-08-14T22:08:18Z,false,,,,Matched to publisher BibTeX by IEEE record locator equals publisher BibTeX key. Discovery was not executed.
MS-RE-2023-MAIN-0022,MSU-RE-2023-MAIN,22,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,SRC-RE-2023-MAIN-IEEE-BIBTEX-HUMAN-20260814,Prompting Creative Requirements via Traceable and Adversarial Examples in Deep Learning,Prompting Creative Requirements via Traceable and Adversarial Examples in Deep Learning,Hemanth Gudaparthi; Nan Niu; Boyang Wang; Tanmay Bhowmik; Hui Liu; Jianzhang Zhang; Juha Savolainen; Glen Horton; Sean Crowe; Thomas Scherz; Lisa Haitz,Hemanth Gudaparthi; Nan Niu; Boyang Wang; Tanmay Bhowmik; Hui Liu; Jianzhang Zhang; Juha Savolainen; Glen Horton; Sean Crowe; Thomas Scherz; Lisa Haitz,,10.1109/re57278.2023.00022,2023 IEEE 31st International Requirements Engineering Conference (RE),2023 IEEE 31st International Requirements Engineering Conference (RE),2023,2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260978/,,,,,134-145,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,2026-08-14T13:10:09.656675Z,2026-08-14T22:08:18Z,false,,,,Matched to publisher BibTeX by IEEE record locator equals publisher BibTeX key. Discovery was not executed.
MS-RE-2023-MAIN-0023,MSU-RE-2023-MAIN,23,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,SRC-RE-2023-MAIN-IEEE-BIBTEX-HUMAN-20260814,An Experiment on the Effects of Using Color to Visualize Requirements Analysis Tasks,An Experiment on the Effects of Using Color to Visualize Requirements Analysis Tasks,Yesugen Baatartogtokh; Irene Foster; Alicia M. Grubb,Yesugen Baatartogtokh; Irene Foster; Alicia M. Grubb,,10.1109/re57278.2023.00023,2023 IEEE 31st International Requirements Engineering Conference (RE),2023 IEEE 31st International Requirements Engineering Conference (RE),2023,2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260933/,,,,,146-156,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,2026-08-14T13:10:09.656675Z,2026-08-14T22:08:18Z,false,,,,Matched to publisher BibTeX by IEEE record locator equals publisher BibTeX key. Discovery was not executed.
MS-RE-2023-MAIN-0024,MSU-RE-2023-MAIN,24,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,SRC-RE-2023-MAIN-IEEE-BIBTEX-HUMAN-20260814,Eliciting the Double-edged Impact of Digitalisation: a Case Study in Rural Areas,Eliciting the Double-edged Impact of Digitalisation: a Case Study in Rural Areas,Alessio Ferrari; Fabio Lepore; Livia Ortolani; Gianluca Brunori,Alessio Ferrari; Fabio Lepore; Livia Ortolani; Gianluca Brunori,,10.1109/re57278.2023.00024,2023 IEEE 31st International Requirements Engineering Conference (RE),2023 IEEE 31st International Requirements Engineering Conference (RE),2023,2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260785/,,,,,157-168,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,2026-08-14T13:10:09.656675Z,2026-08-14T22:08:18Z,false,,,,Matched to publisher BibTeX by IEEE record locator equals publisher BibTeX key. Discovery was not executed.
MS-RE-2023-MAIN-0025,MSU-RE-2023-MAIN,25,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,SRC-RE-2023-MAIN-IEEE-BIBTEX-HUMAN-20260814,A Transformer-based Approach for Abstractive Summarization of Requirements from Obligations in Software Engineering Contracts,A Transformer-based Approach for Abstractive Summarization of Requirements from Obligations in Software Engineering Contracts,Chirag Jain; Preethu Rose Anish; Amrita Singh; Smita Ghaisas,Chirag Jain; Preethu Rose Anish; Amrita Singh; Smita Ghaisas,,10.1109/re57278.2023.00025,2023 IEEE 31st International Requirements Engineering Conference (RE),2023 IEEE 31st International Requirements Engineering Conference (RE),2023,2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260954/,,,,,169-179,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,2026-08-14T13:10:09.656675Z,2026-08-14T22:08:18Z,false,,,,Matched to publisher BibTeX by IEEE record locator equals publisher BibTeX key. Discovery was not executed.
MS-RE-2023-MAIN-0026,MSU-RE-2023-MAIN,26,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,SRC-RE-2023-MAIN-IEEE-BIBTEX-HUMAN-20260814,RClassify: Combining NLP and ML to Classify Rules from Requirements Specifications Documents,RClassify: Combining NLP and ML to Classify Rules from Requirements Specifications Documents,Asha Rajbhoj; Padmalata Nistala; Ajim Pathan; Piyush Kulkarni; Vinay Kulkarni,Asha Rajbhoj; Padmalata Nistala; Ajim Pathan; Piyush Kulkarni; Vinay Kulkarni,,10.1109/re57278.2023.00026,2023 IEEE 31st International Requirements Engineering Conference (RE),2023 IEEE 31st International Requirements Engineering Conference (RE),2023,2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260892/,,,,,180-189,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,2026-08-14T13:10:09.656675Z,2026-08-14T22:08:18Z,false,,,,Matched to publisher BibTeX by IEEE record locator equals publisher BibTeX key. Discovery was not executed.
MS-RE-2023-MAIN-0027,MSU-RE-2023-MAIN,27,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,SRC-RE-2023-MAIN-IEEE-BIBTEX-HUMAN-20260814,Shaping a GAIA-X Data Ecosystem through Innovation Modeling,Shaping a GAIA-X Data Ecosystem through Innovation Modeling,Ali Shakeri; Oliver Klemp; Bernd Westphal,Ali Shakeri; Oliver Klemp; Bernd Westphal,,10.1109/re57278.2023.00027,2023 IEEE 31st International Requirements Engineering Conference (RE),2023 IEEE 31st International Requirements Engineering Conference (RE),2023,2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260760/,,,,,190-200,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,2026-08-14T13:10:09.656675Z,2026-08-14T22:08:18Z,false,,,,Matched to publisher BibTeX by IEEE record locator equals publisher BibTeX key. Discovery was not executed.
MS-RE-2023-MAIN-0028,MSU-RE-2023-MAIN,28,SRC-RE-2023-MAIN-IEEE-TOC-HUMAN-20260814,SRC-RE-2023-MAIN-IEEE-BIBTEX-HUMAN-20260814,Requirements Classification for Smart Allocation: A Case Study in the Railway Industry,Requirements Classification for Smart Allocation: A Case Study in the Railway Industry,Sarmad Bashir; Muhammad Abbas; Alessio Ferrari; Mehrdad Saadatmand; Pernilla Lindberg,Sarmad Bashir; Muhammad Abbas; Alessio Ferrari; Mehrdad Saadatmand; Pernilla Lindberg,,10.1109/re57278.2023.00028,2023 IEEE 31st International Requirements Engineering Conference (RE),2023 IEEE 31st International Requirements Engineering Conference (RE),2023,2023,10.1109/RE57278.2023,https://ieeexplore.ieee.org/document/10260910/,,,,,201-211,,,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,,AVAILABLE_CONTROLLED_NOT_REDISTRIBUTED,,2026-08-14T13:10:09.656675Z,2026-08-14T22:08:18Z,false,,,,Matched to publisher BibTeX by IEEE record locator equals publisher BibTeX key. Discovery was not executed.
